time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
176,1,1,2,497,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,8,4,12,501,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5,1,1,2,501,0,0,1,0,0,0,0,0,0,1,0,0,0,1
46,3,0,3,504,0,0,1,0,0,0,0,0,0,1,0,0,0,1
309,4,24,28,484,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3,2,7,9,479,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40,2,2,4,479,0,0,1,0,0,0,0,0,0,1,0,0,0,1
631,19,4,23,494,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4,4,1,5,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14,6,0,6,503,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3,62,38,100,527,0,0,1,0,0,0,0,0,1,1,0,0,0,1
28,17,4,21,540,0,0,1,0,0,0,0,0,1,1,0,0,0,1
191,0,12,12,528,0,0,1,0,0,0,0,0,1,1,0,0,0,1
266,1,7,8,522,0,0,1,0,0,0,0,0,1,1,0,0,0,1
47,0,97,97,425,0,0,0,0,0,0,0,0,1,1,0,0,0,1
118,0,10,10,415,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5,3,8,417,0,0,0,0,0,0,0,0,1,1,0,0,0,1
191,7,7,14,417,0,0,0,0,0,0,0,0,1,1,0,0,0,1
46,1,1,2,417,0,0,0,0,0,0,0,0,1,1,0,0,0,1
288,27,17,44,427,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,9,4,13,432,0,0,0,0,0,0,0,0,1,1,0,0,0,1
19,35,20,55,447,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6,18,0,18,465,0,0,0,0,0,0,0,0,1,1,0,0,0,1
23,1,1,2,465,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,6,8,14,463,0,0,0,0,0,0,0,0,1,1,0,0,0,1
75,60,80,140,443,0,0,0,0,0,0,0,0,1,1,0,0,0,1
42,2,0,2,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,1,1,2,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
848,1,1,2,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
643,3,3,6,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2,1,1,2,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4560,2,2,4,445,0,0,0,0,0,0,0,0,1,1,0,0,0,1
312,6,2,8,449,0,0,0,0,0,0,0,0,1,1,0,0,0,1
168,2,0,2,451,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2541,5,5,10,451,0,0,0,0,0,0,0,0,1,1,0,0,0,1
