time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
15,2,2,4,88,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,2,2,4,88,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,11,5,16,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,2,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1
94,1,2,3,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1
101,2,2,4,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11,2,2,4,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1
87,4,3,7,94,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,28,16,44,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,17,11,28,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1
239,1,1,2,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1
501,2,0,2,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1
387,0,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,143,0,143,142,0,0,0,0,0,1,0,0,0,1,0,0,0,1
577,12,3,15,151,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,2,2,4,151,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9,38,57,95,132,0,0,0,0,0,1,0,0,0,1,0,0,0,1
153,0,133,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,47,6,53,47,0,0,0,0,0,0,0,0,0,1,0,0,1,1
71,25,3,28,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,7,3,10,73,0,0,0,0,0,0,0,0,0,1,0,0,0,1
137,1,2,3,72,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,21,1,22,92,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,2,1,3,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71,57,24,81,126,0,0,0,0,0,0,0,0,0,1,0,0,0,1
98,8,8,16,126,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,2,5,127,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14,1,1,2,127,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4,2,1,3,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1
