time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly,eventmaxstatements,eventmaxdepth,eventcomplexity,eventmaxlen,eventmaxparams,eventmaxnestedcallbacks,eventcomplexswitchcase,eventthisassign,eventcomplexchaining,eventnoreassign,eventnoextrabind,eventcondassign
0,1433,0,1433,1433,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1,11,1,12,1443,0,0,0,0,1,0,0,1,0,1,0,0,0,1
11061,0,1443,1443,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,28,28,0,0,0,1,0,0,0,0,0,1,0,1,0,1
11062,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1426,0,1426,1426,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1,23,6,29,1443,0,0,0,0,1,0,0,1,0,1,0,0,0,1
11061,0,1443,1443,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,320,0,320,319,0,0,0,0,0,0,0,0,0,1,0,0,0,1
11061,0,320,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1416,0,1416,1415,1,0,0,0,1,0,0,0,0,1,0,0,0,1
11061,0,1416,1416,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,45,1,46,131,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,2,131,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3788,6,0,6,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,1,1,2,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
916,1,1,2,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
818,4,4,8,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,2,2,4,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1319,1,0,1,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
378,11,1,12,147,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,147,0,0,0,0,0,0,0,0,0,1,0,0,0,1
379,110,95,205,153,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,7,23,30,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,137,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1,0,1,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14,1,0,1,139,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,1,1,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,9,6,15,141,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,140,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,140,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46,1,1,2,140,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1628,102,85,187,157,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3,6,9,154,0,0,0,0,0,0,0,0,0,1,0,0,0,1
123,1,1,2,154,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,71,41,112,184,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,11,0,11,165,0,0,0,0,0,0,0,0,0,1,0,0,0,1
172,2,1,3,194,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146,4,1,5,196,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,1,3,197,0,0,0,0,0,0,0,0,0,1,0,0,0,1
209,0,1,1,197,0,0,0,0,0,0,0,0,0,1,0,0,0,1
193,7,3,10,201,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19,1,2,3,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,201,0,0,0,0,0,0,0,0,0,1,0,0,0,1
356,1,1,2,201,0,0,0,0,0,0,0,0,0,1,0,0,0,1
85,7,1,8,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1
93,1,1,2,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1
875,0,1,1,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1
159,9,1,10,214,0,0,0,0,0,0,0,0,0,1,0,0,0,1
467,13,1,14,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
195,1,1,2,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,1,1,2,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
899,111,144,255,193,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,19,6,25,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3,3,6,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,5,5,10,206,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,3,2,5,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,2,1,3,208,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,2,3,5,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1605,2,2,4,207,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,13,0,13,220,0,0,0,0,0,0,0,0,0,1,0,0,0,1
74,1,1,2,220,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,10,1,11,229,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4,2,1,3,230,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,229,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,1,1,228,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,2,228,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,0,2,2,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,225,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,6,6,12,225,0,0,0,0,0,0,0,0,0,1,0,0,0,1
136,9,1,10,233,0,0,0,0,0,0,0,0,0,1,0,0,0,1
104,17,0,17,246,0,0,0,0,0,0,0,0,1,1,0,0,0,1
230,18,19,37,232,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,18,19,37,232,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3,9,12,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,9,12,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,2,5,7,243,0,0,0,0,0,0,0,0,1,1,0,0,0,1
92,6,3,9,229,0,0,0,0,0,0,0,0,1,1,0,0,0,1
126,2,2,4,226,0,0,0,0,0,0,0,0,0,1,0,0,0,1
995,1,1,2,243,0,0,0,0,0,0,0,0,1,1,0,0,0,1
995,19,1,20,261,0,0,0,0,0,0,0,0,1,1,0,0,0,1
69,0,49,49,212,0,0,0,0,0,0,0,0,1,0,0,0,0,1
124,42,28,70,226,0,0,0,0,0,0,0,0,1,0,0,0,0,1
360,0,1,1,225,0,0,0,0,0,0,0,0,1,0,0,0,0,1
140,9,6,15,229,0,0,0,0,0,0,0,0,1,0,0,0,0,1
538,1,5,6,240,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20,17,1,18,244,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,2,1,3,241,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1820,1,1,2,241,0,0,0,0,0,0,0,0,1,0,0,0,0,1
450,9,1,10,249,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1012,24,37,61,236,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,2,0,2,238,0,0,0,0,0,0,0,0,1,0,0,0,0,1
368,15,1,16,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,3,9,12,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,1,3,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,2,18,20,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,0,156,156,0,0,0,0,0,1,0,0,0,1,0,0,0,1
350,0,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,127,0,127,127,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,0,0,0,127,0,0,0,0,0,0,0,1,0,1,0,0,0,1
16,112,112,224,127,0,0,0,0,0,0,0,1,0,1,0,0,0,1
34,0,11,11,116,0,0,0,0,0,0,0,1,0,1,0,0,0,1
43,1,1,2,116,0,0,0,0,0,0,0,1,0,1,0,0,0,1
72,2,2,4,116,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1084,3,7,10,112,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3136,11,3,14,120,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1476,117,120,237,117,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,2,1,3,118,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,1,1,2,118,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,113,113,226,117,0,0,0,0,0,0,0,0,0,1,0,0,0,1
666,7,5,12,119,0,0,0,0,0,0,0,0,0,1,0,0,0,1
800,14,5,19,128,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1194,29,27,56,130,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2448,5,5,10,131,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1101,8,0,8,139,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2157,13,12,25,140,0,0,0,0,0,0,0,1,0,1,0,0,0,1
671,81,53,134,168,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3362,2,2,4,168,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28,7,4,11,171,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,655,0,655,654,0,0,0,0,0,0,0,1,0,1,0,0,0,1
18,46,7,53,693,1,0,0,0,0,0,0,1,0,1,0,0,0,1
0,3,0,3,696,1,0,0,0,0,0,0,1,0,1,0,0,0,1
